sheet_name,table_name,date,value,frequency,agg_sic_code,dataset_code
CDKO,,1800,13.5,annual,,MM23
CDKO,,1801,15.1,annual,,MM23
CDKO,,1802,11.6,annual,,MM23
CDKO,,1803,11.0,annual,,MM23
CDKO,,1804,11.3,annual,,MM23
CDKO,,1805,13.1,annual,,MM23
CDKO,,1806,12.6,annual,,MM23
CDKO,,1807,12.3,annual,,MM23
CDKO,,1808,12.8,annual,,MM23
CDKO,,1809,14.0,annual,,MM23
CDKO,,1810,14.4,annual,,MM23
CDKO,,1811,14.0,annual,,MM23
CDKO,,1812,15.9,annual,,MM23
CDKO,,1813,16.3,annual,,MM23
CDKO,,1814,14.2,annual,,MM23
CDKO,,1815,12.7,annual,,MM23
CDKO,,1816,11.6,annual,,MM23
CDKO,,1817,13.2,annual,,MM23
CDKO,,1818,13.2,annual,,MM23
CDKO,,1819,12.9,annual,,MM23
CDKO,,1820,11.7,annual,,MM23
CDKO,,1821,10.3,annual,,MM23
CDKO,,1822,8.9,annual,,MM23
CDKO,,1823,9.5,annual,,MM23
CDKO,,1824,10.3,annual,,MM23
CDKO,,1825,12.1,annual,,MM23
CDKO,,1826,11.4,annual,,MM23
CDKO,,1827,10.7,annual,,MM23
CDKO,,1828,10.4,annual,,MM23
CDKO,,1829,10.3,annual,,MM23
CDKO,,1830,9.9,annual,,MM23
CDKO,,1831,10.9,annual,,MM23
CDKO,,1832,10.1,annual,,MM23
CDKO,,1833,9.5,annual,,MM23
CDKO,,1834,8.7,annual,,MM23
CDKO,,1835,8.9,annual,,MM23
CDKO,,1836,9.9,annual,,MM23
CDKO,,1837,10.1,annual,,MM23
CDKO,,1838,10.2,annual,,MM23
CDKO,,1839,10.9,annual,,MM23
CDKO,,1840,11.1,annual,,MM23
CDKO,,1841,10.9,annual,,MM23
CDKO,,1842,10.0,annual,,MM23
CDKO,,1843,8.9,annual,,MM23
CDKO,,1844,8.9,annual,,MM23
CDKO,,1845,9.3,annual,,MM23
CDKO,,1846,9.7,annual,,MM23
CDKO,,1847,10.9,annual,,MM23
CDKO,,1848,9.5,annual,,MM23
CDKO,,1849,8.9,annual,,MM23
CDKO,,1850,8.4,annual,,MM23
CDKO,,1851,8.1,annual,,MM23
CDKO,,1852,8.1,annual,,MM23
CDKO,,1853,8.9,annual,,MM23
CDKO,,1854,10.2,annual,,MM23
CDKO,,1855,10.5,annual,,MM23
CDKO,,1856,10.5,annual,,MM23
CDKO,,1857,10.0,annual,,MM23
CDKO,,1858,9.1,annual,,MM23
CDKO,,1859,9.0,annual,,MM23
CDKO,,1860,9.3,annual,,MM23
CDKO,,1861,9.5,annual,,MM23
CDKO,,1862,9.3,annual,,MM23
CDKO,,1863,9.0,annual,,MM23
CDKO,,1864,8.9,annual,,MM23
CDKO,,1865,9.0,annual,,MM23
CDKO,,1866,9.5,annual,,MM23
CDKO,,1867,10.1,annual,,MM23
CDKO,,1868,10.0,annual,,MM23
CDKO,,1869,9.5,annual,,MM23
CDKO,,1870,9.5,annual,,MM23
CDKO,,1871,9.6,annual,,MM23
CDKO,,1872,10.0,annual,,MM23
CDKO,,1873,10.4,annual,,MM23
CDKO,,1874,10.0,annual,,MM23
CDKO,,1875,9.8,annual,,MM23
CDKO,,1876,9.8,annual,,MM23
CDKO,,1877,9.7,annual,,MM23
CDKO,,1878,9.5,annual,,MM23
CDKO,,1879,9.1,annual,,MM23
CDKO,,1880,9.4,annual,,MM23
CDKO,,1881,9.3,annual,,MM23
CDKO,,1882,9.4,annual,,MM23
CDKO,,1883,9.3,annual,,MM23
CDKO,,1884,9.1,annual,,MM23
CDKO,,1885,8.8,annual,,MM23
CDKO,,1886,8.7,annual,,MM23
CDKO,,1887,8.6,annual,,MM23
CDKO,,1888,8.7,annual,,MM23
CDKO,,1889,8.8,annual,,MM23
CDKO,,1890,8.8,annual,,MM23
CDKO,,1891,8.9,annual,,MM23
CDKO,,1892,8.9,annual,,MM23
CDKO,,1893,8.8,annual,,MM23
CDKO,,1894,8.7,annual,,MM23
CDKO,,1895,8.6,annual,,MM23
CDKO,,1896,8.5,annual,,MM23
CDKO,,1897,8.7,annual,,MM23
CDKO,,1898,8.7,annual,,MM23
CDKO,,1899,8.8,annual,,MM23
CDKO,,1900,9.2,annual,,MM23
CDKO,,1901,9.2,annual,,MM23
CDKO,,1902,9.2,annual,,MM23
CDKO,,1903,9.3,annual,,MM23
CDKO,,1904,9.3,annual,,MM23
CDKO,,1905,9.3,annual,,MM23
CDKO,,1906,9.3,annual,,MM23
CDKO,,1907,9.4,annual,,MM23
CDKO,,1908,9.4,annual,,MM23
CDKO,,1909,9.5,annual,,MM23
CDKO,,1910,9.6,annual,,MM23
CDKO,,1911,9.6,annual,,MM23
CDKO,,1912,9.9,annual,,MM23
CDKO,,1913,9.8,annual,,MM23
CDKO,,1914,9.8,annual,,MM23
CDKO,,1915,11.0,annual,,MM23
CDKO,,1916,13.0,annual,,MM23
CDKO,,1917,16.3,annual,,MM23
CDKO,,1918,19.9,annual,,MM23
CDKO,,1919,21.9,annual,,MM23
CDKO,,1920,25.3,annual,,MM23
CDKO,,1921,23.1,annual,,MM23
CDKO,,1922,19.9,annual,,MM23
CDKO,,1923,18.7,annual,,MM23
CDKO,,1924,18.6,annual,,MM23
CDKO,,1925,18.6,annual,,MM23
CDKO,,1926,18.5,annual,,MM23
CDKO,,1927,18.0,annual,,MM23
CDKO,,1928,18.0,annual,,MM23
CDKO,,1929,17.8,annual,,MM23
CDKO,,1930,17.3,annual,,MM23
CDKO,,1931,16.6,annual,,MM23
CDKO,,1932,16.2,annual,,MM23
CDKO,,1933,15.8,annual,,MM23
CDKO,,1934,15.8,annual,,MM23
CDKO,,1935,15.9,annual,,MM23
CDKO,,1936,16.0,annual,,MM23
CDKO,,1937,16.6,annual,,MM23
CDKO,,1938,16.8,annual,,MM23
CDKO,,1939,17.3,annual,,MM23
CDKO,,1940,20.2,annual,,MM23
CDKO,,1941,22.4,annual,,MM23
CDKO,,1942,24.0,annual,,MM23
CDKO,,1943,24.8,annual,,MM23
CDKO,,1944,25.5,annual,,MM23
CDKO,,1945,26.2,annual,,MM23
CDKO,,1946,27.0,annual,,MM23
CDKO,,1947,28.9,annual,,MM23
CDKO,,1948,31.1,annual,,MM23
CDKO,,1949,32.0,annual,,MM23
CDKO,,1950,33.0,annual,,MM23
CDKO,,1951,36.0,annual,,MM23
CDKO,,1952,39.3,annual,,MM23
CDKO,,1953,40.5,annual,,MM23
CDKO,,1954,41.3,annual,,MM23
CDKO,,1955,43.1,annual,,MM23
CDKO,,1956,45.3,annual,,MM23
CDKO,,1957,46.9,annual,,MM23
CDKO,,1958,48.4,annual,,MM23
CDKO,,1959,48.6,annual,,MM23
CDKO,,1960,49.1,annual,,MM23
CDKO,,1961,50.8,annual,,MM23
CDKO,,1962,53.0,annual,,MM23
CDKO,,1963,54.0,annual,,MM23
CDKO,,1964,55.8,annual,,MM23
CDKO,,1965,58.4,annual,,MM23
CDKO,,1966,60.7,annual,,MM23
CDKO,,1967,62.3,annual,,MM23
CDKO,,1968,65.2,annual,,MM23
CDKO,,1969,68.7,annual,,MM23
CDKO,,1970,73.1,annual,,MM23
CDKO,,1971,80.0,annual,,MM23
CDKO,,1972,85.7,annual,,MM23
CDKO,,1973,93.5,annual,,MM23
CDKO,,1974,108.5,annual,,MM23
CDKO,,1975,134.8,annual,,MM23
CDKO,,1976,157.1,annual,,MM23
CDKO,,1977,182.0,annual,,MM23
CDKO,,1978,197.1,annual,,MM23
CDKO,,1979,223.5,annual,,MM23
CDKO,,1980,263.7,annual,,MM23
CDKO,,1981,295.0,annual,,MM23
CDKO,,1982,320.4,annual,,MM23
CDKO,,1983,335.1,annual,,MM23
CDKO,,1984,351.8,annual,,MM23
CDKO,,1985,373.2,annual,,MM23
CDKO,,1986,385.9,annual,,MM23
CDKO,,1987,402.0,annual,,MM23
CDKO,,1988,421.7,annual,,MM23
CDKO,,1989,454.5,annual,,MM23
CDKO,,1990,497.5,annual,,MM23
CDKO,,1991,526.7,annual,,MM23
CDKO,,1992,546.4,annual,,MM23
CDKO,,1993,555.1,annual,,MM23
CDKO,,1994,568.5,annual,,MM23
CDKO,,1995,588.2,annual,,MM23
CDKO,,1996,602.4,annual,,MM23
CDKO,,1997,621.3,annual,,MM23
CDKO,,1998,642.6,annual,,MM23
CDKO,,1999,652.5,annual,,MM23
CDKO,,2000,671.8,annual,,MM23
CDKO,,2001,683.7,annual,,MM23
CDKO,,2002,695.1,annual,,MM23
CDKO,,2003,715.2,annual,,MM23
CDKO,,2004,736.5,annual,,MM23
CDKO,,2005,757.3,annual,,MM23
CDKO,,2006,781.5,annual,,MM23
CDKO,,2007,815.0,annual,,MM23
CDKO,,2008,847.5,annual,,MM23
CDKO,,2009,843.0,annual,,MM23
CDKO,,2010,881.9,annual,,MM23
CDKO,,2011,927.8,annual,,MM23
CDKO,,2012,957.6,annual,,MM23
CDKO,,2013,986.7,annual,,MM23
CDKO,,2014,1010.0,annual,,MM23
CDKO,,2015,1020.0,annual,,MM23
CDKO,,2016,1037.7,annual,,MM23
CDKO,,2017,1074.9,annual,,MM23
CDKO,,2018,1110.8,annual,,MM23
CDKO,,2019,1139.3,annual,,MM23
CDKO,,2020,1156.4,annual,,MM23
CDKO,,2021,1203.2,annual,,MM23
CDKO,,2022,1342.6,annual,,MM23
CDKO,,2023,1472.7,annual,,MM23
CDKO,,2024,1525.5,annual,,MM23
CDKO,,1947 JUN,28.9,monthly,,MM23
CDKO,,1947 JUL,29.1,monthly,,MM23
CDKO,,1947 AUG,28.9,monthly,,MM23
CDKO,,1947 SEP,29.1,monthly,,MM23
CDKO,,1947 OCT,29.3,monthly,,MM23
CDKO,,1947 NOV,29.9,monthly,,MM23
CDKO,,1947 DEC,30.0,monthly,,MM23
CDKO,,1948 JAN,30.1,monthly,,MM23
CDKO,,1948 FEB,30.7,monthly,,MM23
CDKO,,1948 MAR,30.8,monthly,,MM23
CDKO,,1948 APR,31.2,monthly,,MM23
CDKO,,1948 MAY,31.2,monthly,,MM23
CDKO,,1948 JUN,31.7,monthly,,MM23
CDKO,,1948 JUL,31.2,monthly,,MM23
CDKO,,1948 AUG,31.2,monthly,,MM23
CDKO,,1948 SEP,31.3,monthly,,MM23
CDKO,,1948 OCT,31.3,monthly,,MM23
CDKO,,1948 NOV,31.4,monthly,,MM23
CDKO,,1948 DEC,31.5,monthly,,MM23
CDKO,,1949 JAN,31.5,monthly,,MM23
CDKO,,1949 FEB,31.6,monthly,,MM23
CDKO,,1949 MAR,31.5,monthly,,MM23
CDKO,,1949 APR,31.4,monthly,,MM23
CDKO,,1949 MAY,32.0,monthly,,MM23
CDKO,,1949 JUN,32.1,monthly,,MM23
CDKO,,1949 JUL,32.2,monthly,,MM23
CDKO,,1949 AUG,32.2,monthly,,MM23
CDKO,,1949 SEP,32.3,monthly,,MM23
CDKO,,1949 OCT,32.5,monthly,,MM23
CDKO,,1949 NOV,32.5,monthly,,MM23
CDKO,,1949 DEC,32.6,monthly,,MM23
CDKO,,1950 JAN,32.6,monthly,,MM23
CDKO,,1950 FEB,32.7,monthly,,MM23
CDKO,,1950 MAR,32.8,monthly,,MM23
CDKO,,1950 APR,32.9,monthly,,MM23
CDKO,,1950 MAY,33.0,monthly,,MM23
CDKO,,1950 JUN,32.9,monthly,,MM23
CDKO,,1950 JUL,32.9,monthly,,MM23
CDKO,,1950 AUG,32.7,monthly,,MM23
CDKO,,1950 SEP,32.9,monthly,,MM23
CDKO,,1950 OCT,33.3,monthly,,MM23
CDKO,,1950 NOV,33.4,monthly,,MM23
CDKO,,1950 DEC,33.6,monthly,,MM23
CDKO,,1951 JAN,33.9,monthly,,MM23
CDKO,,1951 FEB,34.2,monthly,,MM23
CDKO,,1951 MAR,34.5,monthly,,MM23
CDKO,,1951 APR,35.0,monthly,,MM23
CDKO,,1951 MAY,35.9,monthly,,MM23
CDKO,,1951 JUN,36.0,monthly,,MM23
CDKO,,1951 JUL,36.6,monthly,,MM23
CDKO,,1951 AUG,36.7,monthly,,MM23
CDKO,,1951 SEP,37.0,monthly,,MM23
CDKO,,1951 OCT,37.2,monthly,,MM23
CDKO,,1951 NOV,37.4,monthly,,MM23
CDKO,,1951 DEC,37.7,monthly,,MM23
CDKO,,1952 JAN,38.3,monthly,,MM23
CDKO,,1952 FEB,38.4,monthly,,MM23
CDKO,,1952 MAR,38.5,monthly,,MM23
CDKO,,1952 APR,39.2,monthly,,MM23
CDKO,,1952 MAY,39.2,monthly,,MM23
CDKO,,1952 JUN,39.8,monthly,,MM23
CDKO,,1952 JUL,39.8,monthly,,MM23
CDKO,,1952 AUG,39.5,monthly,,MM23
CDKO,,1952 SEP,39.5,monthly,,MM23
CDKO,,1952 OCT,39.8,monthly,,MM23
CDKO,,1952 NOV,39.8,monthly,,MM23
CDKO,,1952 DEC,40.0,monthly,,MM23
CDKO,,1953 JAN,40.0,monthly,,MM23
CDKO,,1953 FEB,40.1,monthly,,MM23
CDKO,,1953 MAR,40.4,monthly,,MM23
CDKO,,1953 APR,40.8,monthly,,MM23
CDKO,,1953 MAY,40.6,monthly,,MM23
CDKO,,1953 JUN,40.8,monthly,,MM23
CDKO,,1953 JUL,40.8,monthly,,MM23
CDKO,,1953 AUG,40.6,monthly,,MM23
CDKO,,1953 SEP,40.5,monthly,,MM23
CDKO,,1953 OCT,40.5,monthly,,MM23
CDKO,,1953 NOV,40.6,monthly,,MM23
CDKO,,1953 DEC,40.5,monthly,,MM23
CDKO,,1954 JAN,40.5,monthly,,MM23
CDKO,,1954 FEB,40.5,monthly,,MM23
CDKO,,1954 MAR,40.8,monthly,,MM23
CDKO,,1954 APR,41.0,monthly,,MM23
CDKO,,1954 MAY,40.9,monthly,,MM23
CDKO,,1954 JUN,41.1,monthly,,MM23
CDKO,,1954 JUL,41.8,monthly,,MM23
CDKO,,1954 AUG,41.5,monthly,,MM23
CDKO,,1954 SEP,41.5,monthly,,MM23
CDKO,,1954 OCT,41.7,monthly,,MM23
CDKO,,1954 NOV,41.8,monthly,,MM23
CDKO,,1954 DEC,42.1,monthly,,MM23
CDKO,,1955 JAN,42.2,monthly,,MM23
CDKO,,1955 FEB,42.2,monthly,,MM23
CDKO,,1955 MAR,42.2,monthly,,MM23
CDKO,,1955 APR,42.5,monthly,,MM23
CDKO,,1955 MAY,42.4,monthly,,MM23
CDKO,,1955 JUN,43.3,monthly,,MM23
CDKO,,1955 JUL,43.4,monthly,,MM23
CDKO,,1955 AUG,43.1,monthly,,MM23
CDKO,,1955 SEP,43.4,monthly,,MM23
CDKO,,1955 OCT,43.8,monthly,,MM23
CDKO,,1955 NOV,44.5,monthly,,MM23
CDKO,,1955 DEC,44.5,monthly,,MM23
CDKO,,1956 JAN,44.4,monthly,,MM23
CDKO,,1956 FEB,44.4,monthly,,MM23
CDKO,,1956 MAR,44.9,monthly,,MM23
CDKO,,1956 APR,45.6,monthly,,MM23
CDKO,,1956 MAY,45.5,monthly,,MM23
CDKO,,1956 JUN,45.4,monthly,,MM23
CDKO,,1956 JUL,45.3,monthly,,MM23
CDKO,,1956 AUG,45.4,monthly,,MM23
CDKO,,1956 SEP,45.3,monthly,,MM23
CDKO,,1956 OCT,45.6,monthly,,MM23
CDKO,,1956 NOV,45.7,monthly,,MM23
CDKO,,1956 DEC,45.9,monthly,,MM23
CDKO,,1957 JAN,46.3,monthly,,MM23
CDKO,,1957 FEB,46.3,monthly,,MM23
CDKO,,1957 MAR,46.2,monthly,,MM23
CDKO,,1957 APR,46.4,monthly,,MM23
CDKO,,1957 MAY,46.4,monthly,,MM23
CDKO,,1957 JUN,46.9,monthly,,MM23
CDKO,,1957 JUL,47.3,monthly,,MM23
CDKO,,1957 AUG,47.2,monthly,,MM23
CDKO,,1957 SEP,47.1,monthly,,MM23
CDKO,,1957 OCT,47.5,monthly,,MM23
CDKO,,1957 NOV,47.8,monthly,,MM23
CDKO,,1957 DEC,48.0,monthly,,MM23
CDKO,,1958 JAN,48.0,monthly,,MM23
CDKO,,1958 FEB,47.7,monthly,,MM23
CDKO,,1958 MAR,48.1,monthly,,MM23
CDKO,,1958 APR,48.6,monthly,,MM23
CDKO,,1958 MAY,48.5,monthly,,MM23
CDKO,,1958 JUN,48.9,monthly,,MM23
CDKO,,1958 JUL,48.1,monthly,,MM23
CDKO,,1958 AUG,48.1,monthly,,MM23
CDKO,,1958 SEP,48.1,monthly,,MM23
CDKO,,1958 OCT,48.5,monthly,,MM23
CDKO,,1958 NOV,48.7,monthly,,MM23
CDKO,,1958 DEC,48.9,monthly,,MM23
CDKO,,1959 JAN,49.0,monthly,,MM23
CDKO,,1959 FEB,48.9,monthly,,MM23
CDKO,,1959 MAR,48.9,monthly,,MM23
CDKO,,1959 APR,48.6,monthly,,MM23
CDKO,,1959 MAY,48.4,monthly,,MM23
CDKO,,1959 JUN,48.5,monthly,,MM23
CDKO,,1959 JUL,48.4,monthly,,MM23
CDKO,,1959 AUG,48.5,monthly,,MM23
CDKO,,1959 SEP,48.2,monthly,,MM23
CDKO,,1959 OCT,48.5,monthly,,MM23
CDKO,,1959 NOV,48.8,monthly,,MM23
CDKO,,1959 DEC,48.9,monthly,,MM23
CDKO,,1960 JAN,48.8,monthly,,MM23
CDKO,,1960 FEB,48.8,monthly,,MM23
CDKO,,1960 MAR,48.7,monthly,,MM23
CDKO,,1960 APR,48.9,monthly,,MM23
CDKO,,1960 MAY,48.9,monthly,,MM23
CDKO,,1960 JUN,49.2,monthly,,MM23
CDKO,,1960 JUL,49.3,monthly,,MM23
CDKO,,1960 AUG,49.0,monthly,,MM23
CDKO,,1960 SEP,49.0,monthly,,MM23
CDKO,,1960 OCT,49.4,monthly,,MM23
CDKO,,1960 NOV,49.7,monthly,,MM23
CDKO,,1960 DEC,49.8,monthly,,MM23
CDKO,,1961 JAN,49.8,monthly,,MM23
CDKO,,1961 FEB,49.8,monthly,,MM23
CDKO,,1961 MAR,50.0,monthly,,MM23
CDKO,,1961 APR,50.3,monthly,,MM23
CDKO,,1961 MAY,50.4,monthly,,MM23
CDKO,,1961 JUN,50.9,monthly,,MM23
CDKO,,1961 JUL,50.9,monthly,,MM23
CDKO,,1961 AUG,51.3,monthly,,MM23
CDKO,,1961 SEP,51.3,monthly,,MM23
CDKO,,1961 OCT,51.3,monthly,,MM23
CDKO,,1961 NOV,51.9,monthly,,MM23
CDKO,,1961 DEC,52.0,monthly,,MM23
CDKO,,1962 JAN,52.1,monthly,,MM23
CDKO,,1962 FEB,52.2,monthly,,MM23
CDKO,,1962 MAR,52.4,monthly,,MM23
CDKO,,1962 APR,53.1,monthly,,MM23
CDKO,,1962 MAY,53.3,monthly,,MM23
CDKO,,1962 JUN,53.6,monthly,,MM23
CDKO,,1962 JUL,53.4,monthly,,MM23
CDKO,,1962 AUG,53.0,monthly,,MM23
CDKO,,1962 SEP,52.9,monthly,,MM23
CDKO,,1962 OCT,52.9,monthly,,MM23
CDKO,,1962 NOV,53.1,monthly,,MM23
CDKO,,1962 DEC,53.3,monthly,,MM23
CDKO,,1963 JAN,53.5,monthly,,MM23
